invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-15212,2025-04-17,Inventory Purchase,General Inventory Purchase entry,455.09,Debit,Operations,Various Wholesale,Credit Card
ACT-15213,2024-11-29,Revenue,Daily Sales Deposit,24407.11,Credit,Sales,Customer Payments,ACH
ACT-15214,2025-09-16,Revenue,Daily Sales Deposit,6273.55,Credit,Sales,Customer Payments,Credit Card
ACT-15215,2025-07-30,Office Supplies,General Office Supplies entry,5799.24,Debit,Sales,Staples Business,Credit Card
ACT-15216,2024-04-16,Inventory Purchase,General Inventory Purchase entry,2226.56,Debit,Sales,Various Wholesale,ACH
ACT-15217,2023-04-14,Office Supplies,General Office Supplies entry,3988.43,Debit,Operations,Staples Business,ACH
ACT-15218,2023-08-05,Revenue,Daily Sales Deposit,20138.46,Credit,Sales,Customer Payments,Check
ACT-15219,2023-03-04,Revenue,Daily Sales Deposit,19878.23,Credit,Sales,Customer Payments,ACH
ACT-15220,2025-04-16,Revenue,Daily Sales Deposit,12901.89,Credit,Sales,Customer Payments,Check
ACT-15221,2025-02-05,Revenue,Daily Sales Deposit,12034.18,Credit,Sales,Customer Payments,Credit Card
ACT-15222,2024-12-30,Revenue,Daily Sales Deposit,15022.17,Credit,Sales,Customer Payments,Credit Card
ACT-15223,2023-08-27,Office Supplies,General Office Supplies entry,5149.58,Debit,Admin,Staples Business,ACH
ACT-15224,2023-04-26,Office Supplies,General Office Supplies entry,7279.56,Debit,Sales,Staples Business,ACH
ACT-15225,2025-06-25,Inventory Purchase,General Inventory Purchase entry,6060.64,Debit,Admin,Various Wholesale,ACH
ACT-15226,2025-06-23,Utilities,General Utilities entry,3117.29,Debit,Marketing,City Power & Water,ACH
ACT-15227,2023-05-19,Revenue,Daily Sales Deposit,8709.71,Credit,Sales,Customer Payments,Credit Card
ACT-15228,2023-05-08,Revenue,Daily Sales Deposit,23888.12,Credit,Sales,Customer Payments,Check
ACT-15229,2023-03-31,Revenue,Daily Sales Deposit,23219.99,Credit,Sales,Customer Payments,ACH
ACT-15230,2023-12-03,Inventory Purchase,General Inventory Purchase entry,6318.54,Debit,Marketing,Various Wholesale,Credit Card
ACT-15231,2023-05-31,Revenue,Daily Sales Deposit,11396.55,Credit,Sales,Customer Payments,Credit Card
ACT-15232,2023-12-25,Revenue,Daily Sales Deposit,10254.61,Credit,Sales,Customer Payments,ACH
ACT-15233,2023-07-30,Inventory Purchase,General Inventory Purchase entry,6286.89,Debit,Sales,Various Wholesale,ACH
ACT-15234,2023-01-02,Office Supplies,General Office Supplies entry,1066.14,Debit,Marketing,Staples Business,ACH
ACT-15235,2023-06-11,Inventory Purchase,General Inventory Purchase entry,547.76,Debit,Warehouse,Various Wholesale,ACH
ACT-15236,2023-10-27,Office Supplies,General Office Supplies entry,2322.84,Debit,Marketing,Staples Business,ACH
ACT-15237,2023-07-17,Utilities,General Utilities entry,4023.71,Debit,Operations,City Power & Water,ACH
ACT-15238,2023-01-18,Office Supplies,General Office Supplies entry,4197.6,Debit,Admin,Staples Business,Credit Card
ACT-15239,2025-09-30,Revenue,Daily Sales Deposit,23099.28,Credit,Sales,Customer Payments,ACH
ACT-15240,2023-03-19,Revenue,Daily Sales Deposit,21555.56,Credit,Sales,Customer Payments,ACH
ACT-15241,2024-09-09,Utilities,General Utilities entry,3886.42,Debit,Operations,City Power & Water,Credit Card
ACT-15242,2023-09-29,Inventory Purchase,General Inventory Purchase entry,1932.88,Debit,Operations,Various Wholesale,Check
ACT-15243,2024-10-01,Office Supplies,General Office Supplies entry,6318.31,Debit,Operations,Staples Business,ACH
ACT-15244,2025-05-26,Utilities,General Utilities entry,370.41,Debit,Sales,City Power & Water,ACH
ACT-15245,2024-08-20,Revenue,Daily Sales Deposit,11922.87,Credit,Sales,Customer Payments,Check
ACT-15246,2023-10-04,Revenue,Daily Sales Deposit,13635.59,Credit,Sales,Customer Payments,Credit Card
ACT-15247,2024-12-15,Inventory Purchase,General Inventory Purchase entry,3150.57,Debit,Warehouse,Various Wholesale,Check
ACT-15248,2025-07-04,Inventory Purchase,General Inventory Purchase entry,230.12,Debit,Warehouse,Various Wholesale,ACH
ACT-15249,2024-04-07,Revenue,Daily Sales Deposit,11227.96,Credit,Sales,Customer Payments,Check
ACT-15250,2023-05-28,Inventory Purchase,General Inventory Purchase entry,3395.21,Debit,Admin,Various Wholesale,ACH
ACT-15251,2025-01-09,Revenue,Daily Sales Deposit,15268.56,Credit,Sales,Customer Payments,Check
ACT-15252,2023-07-22,Utilities,General Utilities entry,7524.05,Debit,Warehouse,City Power & Water,Credit Card
ACT-15253,2023-04-12,Utilities,General Utilities entry,4752.61,Debit,Admin,City Power & Water,Check
ACT-15254,2024-08-12,Revenue,Daily Sales Deposit,14270.82,Credit,Sales,Customer Payments,Credit Card
ACT-15255,2025-10-24,Revenue,Daily Sales Deposit,12559.12,Credit,Sales,Customer Payments,Check
ACT-15256,2025-09-28,Utilities,General Utilities entry,5858.46,Debit,Admin,City Power & Water,ACH
ACT-15257,2024-02-22,Utilities,General Utilities entry,5040.88,Debit,Warehouse,City Power & Water,Credit Card
ACT-15258,2023-10-01,Revenue,Daily Sales Deposit,17236.55,Credit,Sales,Customer Payments,Check
ACT-15259,2025-10-09,Office Supplies,General Office Supplies entry,6835.98,Debit,Warehouse,Staples Business,Credit Card
ACT-15260,2024-04-17,Utilities,General Utilities entry,6550.28,Debit,Admin,City Power & Water,ACH
ACT-15261,2025-03-02,Office Supplies,General Office Supplies entry,6113.44,Debit,Operations,Staples Business,ACH
ACT-15262,2023-08-12,Inventory Purchase,General Inventory Purchase entry,2544.4,Debit,Warehouse,Various Wholesale,Check
ACT-15263,2024-07-16,Revenue,Daily Sales Deposit,11751.22,Credit,Sales,Customer Payments,Check
ACT-15264,2025-09-03,Office Supplies,General Office Supplies entry,2119.08,Debit,Operations,Staples Business,ACH
ACT-15265,2025-12-06,Inventory Purchase,General Inventory Purchase entry,6330.43,Debit,Marketing,Various Wholesale,Credit Card
ACT-15266,2024-08-14,Revenue,Daily Sales Deposit,18182.7,Credit,Sales,Customer Payments,ACH
ACT-15267,2025-03-07,Revenue,Daily Sales Deposit,21277.79,Credit,Sales,Customer Payments,Check
ACT-15268,2023-01-19,Office Supplies,General Office Supplies entry,7106.81,Debit,Operations,Staples Business,Credit Card
ACT-15269,2025-06-07,Revenue,Daily Sales Deposit,22055.78,Credit,Sales,Customer Payments,Check
ACT-15270,2023-05-20,Inventory Purchase,General Inventory Purchase entry,7591.75,Debit,Admin,Various Wholesale,Credit Card
ACT-15271,2025-12-21,Utilities,General Utilities entry,780.55,Debit,Sales,City Power & Water,ACH
ACT-15272,2023-11-04,Revenue,Daily Sales Deposit,15006.36,Credit,Sales,Customer Payments,ACH
ACT-15273,2025-03-30,Revenue,Daily Sales Deposit,22622.24,Credit,Sales,Customer Payments,ACH
ACT-15274,2024-11-17,Office Supplies,General Office Supplies entry,1296.28,Debit,Warehouse,Staples Business,Check
ACT-15275,2024-01-13,Office Supplies,General Office Supplies entry,7042.56,Debit,Admin,Staples Business,Credit Card
ACT-15276,2023-12-21,Office Supplies,General Office Supplies entry,2901.33,Debit,Operations,Staples Business,ACH
ACT-15277,2023-06-02,Office Supplies,General Office Supplies entry,5859.72,Debit,Sales,Staples Business,Check
ACT-15278,2024-10-05,Revenue,Daily Sales Deposit,19421.4,Credit,Sales,Customer Payments,ACH
ACT-15279,2025-09-17,Office Supplies,General Office Supplies entry,2163.01,Debit,Warehouse,Staples Business,Credit Card
ACT-15280,2024-04-24,Utilities,General Utilities entry,963.86,Debit,Admin,City Power & Water,Check
ACT-15281,2025-11-29,Office Supplies,General Office Supplies entry,3423.06,Debit,Admin,Staples Business,Credit Card
ACT-15282,2023-01-28,Revenue,Daily Sales Deposit,11163.63,Credit,Sales,Customer Payments,Check
ACT-15283,2023-01-28,Revenue,Daily Sales Deposit,11163.63,Credit,Sales,Customer Payments,Check
ACT-15284,2025-05-12,Office Supplies,General Office Supplies entry,7277.04,Debit,Warehouse,Staples Business,Credit Card
ACT-15285,2023-09-18,Revenue,Daily Sales Deposit,20858.47,Credit,Sales,Customer Payments,Check
ACT-15286,2025-04-04,Revenue,Daily Sales Deposit,7857.99,Credit,Sales,Customer Payments,ACH
ACT-15287,2023-02-18,Inventory Purchase,General Inventory Purchase entry,1422.51,Debit,Warehouse,Various Wholesale,ACH
ACT-15288,2023-11-26,Inventory Purchase,General Inventory Purchase entry,2140.32,Debit,Sales,Various Wholesale,Credit Card
ACT-15289,2024-02-02,Inventory Purchase,General Inventory Purchase entry,5176.12,Debit,Sales,Various Wholesale,Check
ACT-15290,2023-02-24,Revenue,Daily Sales Deposit,11585.78,Credit,Sales,Customer Payments,Credit Card
ACT-15291,2024-08-08,Revenue,Daily Sales Deposit,8309.14,Credit,Sales,Customer Payments,Credit Card
ACT-15292,2025-07-27,Inventory Purchase,General Inventory Purchase entry,3852.2,Debit,Marketing,Various Wholesale,Credit Card
ACT-15293,2023-03-12,Revenue,Daily Sales Deposit,18320.87,Credit,Sales,Customer Payments,Credit Card
ACT-15294,2024-11-26,Revenue,Daily Sales Deposit,5245.54,Credit,Sales,Customer Payments,Check
ACT-15295,2024-10-02,Inventory Purchase,General Inventory Purchase entry,228.64,Debit,Warehouse,Various Wholesale,Check
ACT-15296,2024-02-24,Revenue,Daily Sales Deposit,9637.87,Credit,Sales,Customer Payments,Check
ACT-15297,2023-12-16,Revenue,Daily Sales Deposit,13269.56,Credit,Sales,Customer Payments,Credit Card
ACT-15298,2023-02-03,Revenue,Daily Sales Deposit,19751.64,Credit,Sales,Customer Payments,Credit Card
ACT-15299,2023-07-15,Utilities,General Utilities entry,7521.04,Debit,Marketing,City Power & Water,ACH
ACT-15300,2025-08-06,Office Supplies,General Office Supplies entry,6044.34,Debit,Marketing,Staples Business,ACH
ACT-15301,2024-05-14,Utilities,General Utilities entry,2552.16,Debit,Admin,City Power & Water,Credit Card
ACT-15302,2025-03-21,Utilities,General Utilities entry,254.59,Debit,Admin,City Power & Water,ACH
ACT-15303,2023-02-27,Office Supplies,General Office Supplies entry,109.53,Debit,Sales,Staples Business,Credit Card
ACT-15304,2025-11-21,Office Supplies,General Office Supplies entry,6209.64,Debit,Sales,Staples Business,ACH
ACT-15305,2023-01-04,Revenue,Daily Sales Deposit,8047.13,Credit,Sales,Customer Payments,Check
ACT-15306,2023-03-17,Revenue,Daily Sales Deposit,11234.38,Credit,Sales,Customer Payments,Credit Card
ACT-15307,2024-05-31,Revenue,Daily Sales Deposit,8221.46,Credit,Sales,Customer Payments,Credit Card
ACT-15308,2025-04-19,Office Supplies,General Office Supplies entry,545.46,Debit,Warehouse,Staples Business,Check
ACT-15309,2024-08-08,Utilities,General Utilities entry,7691.76,Debit,Operations,City Power & Water,Credit Card
ACT-15310,2023-05-18,Utilities,General Utilities entry,2653.7,Debit,Warehouse,City Power & Water,Credit Card
ACT-15311,2023-01-26,Utilities,General Utilities entry,5837.41,Debit,Sales,City Power & Water,Check
ACT-15312,2025-07-07,Revenue,Daily Sales Deposit,15980.13,Credit,Sales,Customer Payments,Credit Card
ACT-15313,2023-08-12,Inventory Purchase,General Inventory Purchase entry,6756.73,Debit,Sales,Various Wholesale,Check
ACT-15314,2025-09-22,Office Supplies,General Office Supplies entry,5001.68,Debit,Marketing,Staples Business,ACH
ACT-15315,2025-09-22,Office Supplies,General Office Supplies entry,5001.68,Debit,Marketing,Staples Business,ACH
ACT-15316,2024-04-07,Utilities,General Utilities entry,169.71,Debit,Admin,City Power & Water,ACH
ACT-15317,2025-06-25,Revenue,Daily Sales Deposit,13324.81,Credit,Sales,Customer Payments,Credit Card
ACT-15318,2024-01-16,Office Supplies,General Office Supplies entry,2935.0,Debit,Sales,Staples Business,Check
ACT-15319,2025-05-23,Utilities,General Utilities entry,7546.32,Debit,Marketing,City Power & Water,ACH
ACT-15320,2023-11-06,Utilities,General Utilities entry,7910.49,Debit,Operations,City Power & Water,Check
ACT-15321,2023-09-22,Inventory Purchase,General Inventory Purchase entry,2230.71,Debit,Admin,Various Wholesale,ACH
ACT-15322,2025-01-15,Revenue,Daily Sales Deposit,14450.35,Credit,Sales,Customer Payments,Credit Card
ACT-15323,2025-07-10,Revenue,Daily Sales Deposit,9509.69,Credit,Sales,Customer Payments,ACH
ACT-15324,2024-01-23,Utilities,General Utilities entry,6931.01,Debit,Warehouse,City Power & Water,Check
ACT-15325,2025-10-03,Inventory Purchase,General Inventory Purchase entry,2234.61,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15326,2025-06-28,Utilities,General Utilities entry,4607.15,Debit,Sales,City Power & Water,ACH
ACT-15327,2025-12-04,Utilities,General Utilities entry,6966.3,Debit,Warehouse,City Power & Water,Credit Card
ACT-15328,2023-08-25,Revenue,Daily Sales Deposit,12666.45,Credit,Sales,Customer Payments,ACH
ACT-15329,2025-01-17,Utilities,General Utilities entry,121.69,Debit,Marketing,City Power & Water,Check
ACT-15330,2023-02-25,Inventory Purchase,General Inventory Purchase entry,603.51,Debit,Operations,Various Wholesale,ACH
ACT-15331,2025-08-02,Revenue,Daily Sales Deposit,19348.08,Credit,Sales,Customer Payments,Check
ACT-15332,2025-07-19,Office Supplies,General Office Supplies entry,7923.15,Debit,Marketing,Staples Business,ACH
ACT-15333,2024-06-10,Revenue,Daily Sales Deposit,11509.7,Credit,Sales,Customer Payments,Credit Card
ACT-15334,2023-05-18,Inventory Purchase,General Inventory Purchase entry,1724.66,Debit,Admin,Various Wholesale,ACH
ACT-15335,2024-06-29,Utilities,General Utilities entry,3621.66,Debit,Warehouse,City Power & Water,Check
ACT-15336,2024-08-23,Utilities,General Utilities entry,4751.75,Debit,Warehouse,City Power & Water,ACH
ACT-15337,2024-08-23,Utilities,General Utilities entry,4751.75,Debit,Warehouse,City Power & Water,ACH
ACT-15338,2023-03-09,Office Supplies,General Office Supplies entry,7886.32,Debit,Sales,Staples Business,ACH
ACT-15339,2024-07-29,Revenue,Daily Sales Deposit,10864.06,Credit,Sales,Customer Payments,Credit Card
ACT-15340,2024-09-16,Office Supplies,General Office Supplies entry,2227.98,Debit,Marketing,Staples Business,Credit Card
ACT-15341,2024-06-16,Revenue,Daily Sales Deposit,13292.07,Credit,Sales,Customer Payments,Check
ACT-15342,2025-11-21,Inventory Purchase,General Inventory Purchase entry,5685.48,Debit,Marketing,Various Wholesale,ACH
ACT-15343,2024-06-18,Revenue,Daily Sales Deposit,10564.47,Credit,Sales,Customer Payments,Check
ACT-15344,2025-12-28,Utilities,General Utilities entry,3761.59,Debit,Operations,City Power & Water,Check
ACT-15345,2025-03-08,Office Supplies,General Office Supplies entry,3578.08,Debit,Operations,Staples Business,Check
ACT-15346,2025-12-25,Utilities,General Utilities entry,1732.13,Debit,Sales,City Power & Water,Credit Card
ACT-15347,2025-08-02,Office Supplies,General Office Supplies entry,6069.75,Debit,Sales,Staples Business,Check
ACT-15348,2025-04-19,Inventory Purchase,General Inventory Purchase entry,1784.49,Debit,Sales,Various Wholesale,Check
ACT-15349,2023-07-22,Revenue,Daily Sales Deposit,18067.77,Credit,Sales,Customer Payments,Credit Card
ACT-15350,2023-07-16,Utilities,General Utilities entry,950.91,Debit,Sales,City Power & Water,ACH
ACT-15351,2024-12-18,Revenue,Daily Sales Deposit,21481.85,Credit,Sales,Customer Payments,Check
ACT-15352,2025-01-16,Office Supplies,General Office Supplies entry,3948.52,Debit,Operations,Staples Business,Credit Card
ACT-15353,2025-11-23,Inventory Purchase,General Inventory Purchase entry,1068.03,Debit,Warehouse,Various Wholesale,ACH
ACT-15354,2024-12-11,Revenue,Daily Sales Deposit,9979.38,Credit,Sales,Customer Payments,Check
ACT-15355,2023-05-15,Utilities,General Utilities entry,372.34,Debit,Warehouse,City Power & Water,Check
ACT-15356,2025-02-26,Office Supplies,General Office Supplies entry,6082.64,Debit,Warehouse,Staples Business,Check
ACT-15357,2023-07-15,Inventory Purchase,General Inventory Purchase entry,3856.7,Debit,Sales,Various Wholesale,ACH
ACT-15358,2025-03-03,Office Supplies,General Office Supplies entry,2869.56,Debit,Operations,Staples Business,Check
ACT-15359,2023-05-05,Revenue,Daily Sales Deposit,5623.33,Credit,Sales,Customer Payments,ACH
ACT-15360,2023-04-10,Inventory Purchase,General Inventory Purchase entry,3377.1,Debit,Sales,Various Wholesale,ACH
ACT-15361,2025-05-29,Revenue,Daily Sales Deposit,15106.23,Credit,Sales,Customer Payments,Check
ACT-15362,2023-01-14,Revenue,Daily Sales Deposit,19396.0,Credit,Sales,Customer Payments,Credit Card
ACT-15363,2025-06-20,Revenue,Daily Sales Deposit,7408.97,Credit,Sales,Customer Payments,Check
ACT-15364,2025-12-13,Office Supplies,General Office Supplies entry,5050.51,Debit,Operations,Staples Business,Credit Card
ACT-15365,2024-01-31,Office Supplies,General Office Supplies entry,7744.93,Debit,Operations,Staples Business,Credit Card
ACT-15366,2023-12-07,Revenue,Daily Sales Deposit,21116.55,Credit,Sales,Customer Payments,Credit Card
ACT-15367,2025-12-28,Inventory Purchase,General Inventory Purchase entry,2794.22,Debit,Admin,Various Wholesale,ACH
ACT-15368,2024-01-07,Office Supplies,General Office Supplies entry,1783.8,Debit,Marketing,Staples Business,Credit Card
ACT-15369,2023-01-13,Revenue,Daily Sales Deposit,12559.25,Credit,Sales,Customer Payments,Credit Card
ACT-15370,2024-09-02,Utilities,General Utilities entry,7370.96,Debit,Admin,City Power & Water,Credit Card
ACT-15371,2023-04-27,Inventory Purchase,General Inventory Purchase entry,6925.24,Debit,Marketing,Various Wholesale,Check
ACT-15372,2025-02-28,Revenue,Daily Sales Deposit,6486.42,Credit,Sales,Customer Payments,ACH
ACT-15373,2024-04-20,Revenue,Daily Sales Deposit,24630.29,Credit,Sales,Customer Payments,Check
ACT-15374,2023-11-30,Utilities,General Utilities entry,902.36,Debit,Admin,City Power & Water,Credit Card
ACT-15375,2024-03-14,Inventory Purchase,General Inventory Purchase entry,1411.28,Debit,Sales,Various Wholesale,Credit Card
ACT-15376,2023-11-06,Inventory Purchase,General Inventory Purchase entry,6973.03,Debit,Warehouse,Various Wholesale,ACH
ACT-15377,2023-09-25,Office Supplies,General Office Supplies entry,5082.47,Debit,Operations,Staples Business,Check
ACT-15378,2024-09-09,Utilities,General Utilities entry,473.54,Debit,Admin,City Power & Water,Credit Card
ACT-15379,2025-04-22,Utilities,General Utilities entry,4480.29,Debit,Admin,City Power & Water,Check
ACT-15380,2025-01-23,Revenue,Daily Sales Deposit,20563.61,Credit,Sales,Customer Payments,Check
ACT-15381,2024-12-23,Utilities,General Utilities entry,789.91,Debit,Marketing,City Power & Water,Check
ACT-15382,2023-10-06,Inventory Purchase,General Inventory Purchase entry,7724.71,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15383,2025-07-26,Revenue,Daily Sales Deposit,7931.73,Credit,Sales,Customer Payments,Credit Card
ACT-15384,2024-01-20,Office Supplies,General Office Supplies entry,2921.11,Debit,Sales,Staples Business,Check
ACT-15385,2023-10-05,Utilities,General Utilities entry,1695.39,Debit,Operations,City Power & Water,Credit Card
