invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-14363,2025-01-25,Utilities,General Utilities entry,379.78,Debit,Admin,City Power & Water,Credit Card
ACT-14364,2025-02-26,Utilities,General Utilities entry,802.9,Debit,Sales,City Power & Water,Check
ACT-14365,2023-03-31,Revenue,Daily Sales Deposit,2505.39,Credit,Sales,Customer Payments,ACH
ACT-14366,2023-06-03,Utilities,General Utilities entry,1376.5,Debit,Marketing,City Power & Water,Credit Card
ACT-14367,2023-06-18,Utilities,General Utilities entry,1778.18,Debit,Marketing,City Power & Water,ACH
ACT-14368,2023-04-06,Revenue,Daily Sales Deposit,5591.51,Credit,Sales,Customer Payments,ACH
ACT-14369,2023-03-06,Inventory Purchase,General Inventory Purchase entry,1590.38,Debit,Marketing,Various Wholesale,Check
ACT-14370,2023-03-07,Inventory Purchase,General Inventory Purchase entry,405.93,Debit,Marketing,Various Wholesale,Check
ACT-14371,2025-01-11,Revenue,Daily Sales Deposit,3695.27,Credit,Sales,Customer Payments,ACH
ACT-14372,2024-06-28,Revenue,Daily Sales Deposit,1570.27,Credit,Sales,Customer Payments,Check
ACT-14373,2023-01-05,Revenue,Daily Sales Deposit,3009.18,Credit,Sales,Customer Payments,Check
ACT-14374,2023-01-31,Utilities,General Utilities entry,130.24,Debit,Operations,City Power & Water,ACH
ACT-14375,2024-10-18,Revenue,Daily Sales Deposit,4718.0,Credit,Sales,Customer Payments,Check
ACT-14376,2025-09-12,Revenue,Daily Sales Deposit,4034.39,Credit,Sales,Customer Payments,Credit Card
ACT-14377,2024-07-30,Inventory Purchase,General Inventory Purchase entry,1825.85,Debit,Warehouse,Various Wholesale,Check
ACT-14378,2025-09-06,Office Supplies,General Office Supplies entry,1333.43,Debit,Admin,Staples Business,ACH
ACT-14379,2025-05-11,Office Supplies,General Office Supplies entry,744.85,Debit,Operations,Staples Business,Credit Card
ACT-14380,2023-09-29,Revenue,Daily Sales Deposit,4167.56,Credit,Sales,Customer Payments,Credit Card
ACT-14381,2024-10-05,Revenue,Daily Sales Deposit,2149.94,Credit,Sales,Customer Payments,Check
ACT-14382,2025-10-29,Revenue,Daily Sales Deposit,6095.74,Credit,Sales,Customer Payments,ACH
ACT-14383,2023-02-01,Inventory Purchase,General Inventory Purchase entry,556.52,Debit,Warehouse,Various Wholesale,ACH
ACT-14384,2024-05-02,Revenue,Daily Sales Deposit,3028.8,Credit,Sales,Customer Payments,ACH
ACT-14385,2024-07-08,Revenue,Daily Sales Deposit,5284.61,Credit,Sales,Customer Payments,ACH
ACT-14386,2024-02-04,Revenue,Daily Sales Deposit,5658.76,Credit,Sales,Customer Payments,Check
ACT-14387,2024-05-08,Inventory Purchase,General Inventory Purchase entry,210.16,Debit,Sales,Various Wholesale,Check
ACT-14388,2024-06-27,Office Supplies,General Office Supplies entry,31.34,Debit,Marketing,Staples Business,Credit Card
ACT-14389,2024-02-08,Inventory Purchase,General Inventory Purchase entry,1416.18,Debit,Sales,Various Wholesale,ACH
ACT-14390,2023-03-09,Office Supplies,General Office Supplies entry,1463.56,Debit,Marketing,Staples Business,ACH
ACT-14391,2024-10-25,Office Supplies,General Office Supplies entry,1037.98,Debit,Operations,Staples Business,Check
ACT-14392,2025-08-17,Office Supplies,General Office Supplies entry,1736.77,Debit,Warehouse,Staples Business,Credit Card
ACT-14393,2025-06-15,Revenue,Daily Sales Deposit,1627.23,Credit,Sales,Customer Payments,Credit Card
ACT-14394,2025-06-10,Inventory Purchase,General Inventory Purchase entry,1372.86,Debit,Sales,Various Wholesale,Credit Card
ACT-14395,2023-09-17,Utilities,General Utilities entry,845.19,Debit,Marketing,City Power & Water,ACH
ACT-14396,2024-01-01,Inventory Purchase,General Inventory Purchase entry,570.0,Debit,Warehouse,Various Wholesale,Credit Card
ACT-14397,2024-02-27,Revenue,Daily Sales Deposit,4778.58,Credit,Sales,Customer Payments,Credit Card
ACT-14398,2023-11-05,Revenue,Daily Sales Deposit,4411.84,Credit,Sales,Customer Payments,Check
ACT-14399,2025-12-13,Revenue,Daily Sales Deposit,2799.5,Credit,Sales,Customer Payments,ACH
ACT-14400,2025-12-06,Revenue,Daily Sales Deposit,4063.28,Credit,Sales,Customer Payments,Check
ACT-14401,2023-07-11,Inventory Purchase,General Inventory Purchase entry,1150.06,Debit,Marketing,Various Wholesale,ACH
ACT-14402,2023-10-26,Inventory Purchase,General Inventory Purchase entry,1209.2,Debit,Marketing,Various Wholesale,Credit Card
ACT-14403,2023-01-10,Inventory Purchase,General Inventory Purchase entry,1072.65,Debit,Admin,Various Wholesale,Credit Card
ACT-14404,2023-12-12,Revenue,Daily Sales Deposit,5676.26,Credit,Sales,Customer Payments,Check
ACT-14405,2023-04-05,Inventory Purchase,General Inventory Purchase entry,275.71,Debit,Operations,Various Wholesale,Credit Card
ACT-14406,2023-09-18,Inventory Purchase,General Inventory Purchase entry,1815.53,Debit,Warehouse,Various Wholesale,Check
ACT-14407,2025-10-22,Office Supplies,General Office Supplies entry,539.55,Debit,Sales,Staples Business,ACH
ACT-14408,2025-08-20,Utilities,General Utilities entry,1719.68,Debit,Marketing,City Power & Water,ACH
ACT-14409,2024-08-27,Office Supplies,General Office Supplies entry,845.37,Debit,Warehouse,Staples Business,ACH
ACT-14410,2024-02-18,Inventory Purchase,General Inventory Purchase entry,1228.23,Debit,Sales,Various Wholesale,Check
ACT-14411,2023-02-22,Revenue,Daily Sales Deposit,2542.17,Credit,Sales,Customer Payments,ACH
ACT-14412,2024-08-24,Utilities,General Utilities entry,672.95,Debit,Operations,City Power & Water,Check
ACT-14413,2024-09-06,Utilities,General Utilities entry,384.83,Debit,Marketing,City Power & Water,ACH
ACT-14414,2025-07-20,Revenue,Daily Sales Deposit,4419.44,Credit,Sales,Customer Payments,Credit Card
ACT-14415,2024-10-25,Utilities,General Utilities entry,1761.74,Debit,Sales,City Power & Water,Credit Card
ACT-14416,2024-09-29,Revenue,Daily Sales Deposit,2597.64,Credit,Sales,Customer Payments,Credit Card
ACT-14417,2025-06-25,Utilities,General Utilities entry,1790.88,Debit,Admin,City Power & Water,Credit Card
ACT-14418,2025-10-20,Revenue,Daily Sales Deposit,3595.71,Credit,Sales,Customer Payments,Credit Card
ACT-14419,2025-03-06,Inventory Purchase,General Inventory Purchase entry,49.32,Debit,Admin,Various Wholesale,ACH
ACT-14420,2023-09-29,Revenue,Daily Sales Deposit,2072.22,Credit,Sales,Customer Payments,ACH
ACT-14421,2025-05-23,Inventory Purchase,General Inventory Purchase entry,1416.58,Debit,Operations,Various Wholesale,Credit Card
ACT-14422,2025-05-15,Office Supplies,General Office Supplies entry,1391.47,Debit,Operations,Staples Business,Check
ACT-14423,2023-07-29,Office Supplies,General Office Supplies entry,854.15,Debit,Operations,Staples Business,ACH
ACT-14424,2024-09-15,Revenue,Daily Sales Deposit,3800.51,Credit,Sales,Customer Payments,Check
ACT-14425,2025-05-12,Inventory Purchase,General Inventory Purchase entry,583.82,Debit,Sales,Various Wholesale,ACH
ACT-14426,2023-01-03,Revenue,Daily Sales Deposit,5028.81,Credit,Sales,Customer Payments,Check
ACT-14427,2023-06-23,Revenue,Daily Sales Deposit,1673.21,Credit,Sales,Customer Payments,ACH
ACT-14428,2024-01-15,Inventory Purchase,General Inventory Purchase entry,1991.41,Debit,Marketing,Various Wholesale,Credit Card
ACT-14429,2023-06-23,Inventory Purchase,General Inventory Purchase entry,1984.35,Debit,Sales,Various Wholesale,Check
ACT-14430,2024-10-18,Inventory Purchase,General Inventory Purchase entry,172.59,Debit,Warehouse,Various Wholesale,Check
ACT-14431,2025-02-25,Office Supplies,General Office Supplies entry,1620.4,Debit,Operations,Staples Business,Check
ACT-14432,2024-11-25,Inventory Purchase,General Inventory Purchase entry,1627.72,Debit,Admin,Various Wholesale,Check
ACT-14433,2024-11-25,Inventory Purchase,General Inventory Purchase entry,1627.72,Debit,Admin,Various Wholesale,Check
ACT-14434,2023-03-09,Revenue,Daily Sales Deposit,3861.79,Credit,Sales,Customer Payments,Credit Card
ACT-14435,2023-01-13,Revenue,Daily Sales Deposit,4223.23,Credit,Sales,Customer Payments,ACH
ACT-14436,2025-11-02,Office Supplies,General Office Supplies entry,566.36,Debit,Sales,Staples Business,ACH
ACT-14437,2025-01-26,Office Supplies,General Office Supplies entry,1284.28,Debit,Marketing,Staples Business,Check
ACT-14438,2024-10-27,Revenue,Daily Sales Deposit,4312.56,Credit,Sales,Customer Payments,ACH
ACT-14439,2024-03-25,Revenue,Daily Sales Deposit,3220.84,Credit,Sales,Customer Payments,Credit Card
ACT-14440,2025-05-01,Utilities,General Utilities entry,926.27,Debit,Sales,City Power & Water,Credit Card
ACT-14441,2023-05-09,Inventory Purchase,General Inventory Purchase entry,172.19,Debit,Sales,Various Wholesale,Check
ACT-14442,2025-09-09,Revenue,Daily Sales Deposit,3603.88,Credit,Sales,Customer Payments,ACH
ACT-14443,2025-04-07,Utilities,General Utilities entry,1249.62,Debit,Warehouse,City Power & Water,ACH
ACT-14444,2023-01-09,Revenue,Daily Sales Deposit,4191.61,Credit,Sales,Customer Payments,Check
ACT-14445,2025-05-12,Revenue,Daily Sales Deposit,4135.63,Credit,Sales,Customer Payments,Check
ACT-14446,2023-04-15,Office Supplies,General Office Supplies entry,1435.43,Debit,Warehouse,Staples Business,Credit Card
ACT-14447,2025-12-14,Revenue,Daily Sales Deposit,6120.14,Credit,Sales,Customer Payments,Check
ACT-14448,2024-11-05,Inventory Purchase,General Inventory Purchase entry,624.4,Debit,Admin,Various Wholesale,Check
ACT-14449,2023-06-27,Utilities,General Utilities entry,1221.74,Debit,Operations,City Power & Water,Check
ACT-14450,2025-11-19,Inventory Purchase,General Inventory Purchase entry,931.44,Debit,Warehouse,Various Wholesale,Check
ACT-14451,2023-04-02,Inventory Purchase,General Inventory Purchase entry,628.48,Debit,Sales,Various Wholesale,Check
ACT-14452,2023-04-03,Utilities,General Utilities entry,636.69,Debit,Warehouse,City Power & Water,ACH
ACT-14453,2025-03-06,Office Supplies,General Office Supplies entry,1125.26,Debit,Warehouse,Staples Business,Check
ACT-14454,2023-09-20,Inventory Purchase,General Inventory Purchase entry,680.44,Debit,Admin,Various Wholesale,Check
ACT-14455,2025-07-01,Revenue,Daily Sales Deposit,2332.47,Credit,Sales,Customer Payments,Credit Card
ACT-14456,2023-02-07,Revenue,Daily Sales Deposit,4680.12,Credit,Sales,Customer Payments,Check
ACT-14457,2024-12-05,Revenue,Daily Sales Deposit,3539.66,Credit,Sales,Customer Payments,Check
ACT-14458,2024-09-20,Revenue,Daily Sales Deposit,4861.96,Credit,Sales,Customer Payments,Credit Card
ACT-14459,2025-12-23,Revenue,Daily Sales Deposit,4967.9,Credit,Sales,Customer Payments,Credit Card
ACT-14460,2023-10-24,Revenue,Daily Sales Deposit,5141.25,Credit,Sales,Customer Payments,Check
ACT-14461,2025-03-27,Utilities,General Utilities entry,642.66,Debit,Admin,City Power & Water,Credit Card
ACT-14462,2025-09-20,Office Supplies,General Office Supplies entry,165.1,Debit,Operations,Staples Business,Check
ACT-14463,2023-11-11,Utilities,General Utilities entry,1623.22,Debit,Marketing,City Power & Water,Credit Card
ACT-14464,2025-11-15,Revenue,Daily Sales Deposit,6244.23,Credit,Sales,Customer Payments,Credit Card
ACT-14465,2023-12-31,Office Supplies,General Office Supplies entry,488.06,Debit,Operations,Staples Business,ACH
ACT-14466,2025-11-20,Inventory Purchase,General Inventory Purchase entry,345.74,Debit,Sales,Various Wholesale,ACH
ACT-14467,2023-03-02,Revenue,Daily Sales Deposit,5296.75,Credit,Sales,Customer Payments,Credit Card
ACT-14468,2025-05-25,Revenue,Daily Sales Deposit,3284.66,Credit,Sales,Customer Payments,Check
ACT-14469,2025-10-29,Utilities,General Utilities entry,968.74,Debit,Operations,City Power & Water,Credit Card
ACT-14470,2025-09-09,Inventory Purchase,General Inventory Purchase entry,683.0,Debit,Marketing,Various Wholesale,Credit Card
ACT-14471,2023-04-22,Inventory Purchase,General Inventory Purchase entry,527.71,Debit,Operations,Various Wholesale,Credit Card
ACT-14472,2025-08-20,Revenue,Daily Sales Deposit,1475.74,Credit,Sales,Customer Payments,Credit Card
ACT-14473,2024-04-19,Revenue,Daily Sales Deposit,3602.97,Credit,Sales,Customer Payments,Credit Card
ACT-14474,2023-10-12,Revenue,Daily Sales Deposit,3604.92,Credit,Sales,Customer Payments,Check
ACT-14475,2025-07-17,Inventory Purchase,General Inventory Purchase entry,1340.56,Debit,Warehouse,Various Wholesale,Credit Card
ACT-14476,2025-04-06,Inventory Purchase,General Inventory Purchase entry,524.29,Debit,Sales,Various Wholesale,Check
ACT-14477,2023-07-18,Utilities,General Utilities entry,1537.73,Debit,Admin,City Power & Water,Check
ACT-14478,2024-08-07,Utilities,General Utilities entry,118.59,Debit,Operations,City Power & Water,Check
ACT-14479,2024-06-15,Revenue,Daily Sales Deposit,1601.23,Credit,Sales,Customer Payments,Check
ACT-14480,2023-09-29,Office Supplies,General Office Supplies entry,82.78,Debit,Admin,Staples Business,ACH
ACT-14481,2024-04-15,Office Supplies,General Office Supplies entry,460.01,Debit,Operations,Staples Business,Credit Card
ACT-14482,2025-02-20,Utilities,General Utilities entry,1754.5,Debit,Admin,City Power & Water,Credit Card
ACT-14483,2025-08-30,Revenue,Daily Sales Deposit,4325.38,Credit,Sales,Customer Payments,Check
ACT-14484,2025-06-15,Utilities,General Utilities entry,782.24,Debit,Warehouse,City Power & Water,Check
ACT-14485,2023-12-25,Revenue,Daily Sales Deposit,1588.3,Credit,Sales,Customer Payments,ACH
ACT-14486,2025-05-15,Revenue,Daily Sales Deposit,5615.24,Credit,Sales,Customer Payments,ACH
ACT-14487,2025-09-21,Revenue,Daily Sales Deposit,4098.44,Credit,Sales,Customer Payments,ACH
ACT-14488,2023-03-23,Revenue,Daily Sales Deposit,4750.97,Credit,Sales,Customer Payments,Credit Card
ACT-14489,2025-08-14,Revenue,Daily Sales Deposit,1648.94,Credit,Sales,Customer Payments,ACH
ACT-14490,2023-04-22,Office Supplies,General Office Supplies entry,1506.9,Debit,Sales,Staples Business,ACH
ACT-14491,2023-08-14,Revenue,Daily Sales Deposit,2510.48,Credit,Sales,Customer Payments,Check
ACT-14492,2024-03-21,Inventory Purchase,General Inventory Purchase entry,1916.43,Debit,Admin,Various Wholesale,Check
ACT-14493,2025-06-16,Inventory Purchase,General Inventory Purchase entry,1314.61,Debit,Sales,Various Wholesale,Check
ACT-14494,2024-12-17,Revenue,Daily Sales Deposit,1451.04,Credit,Sales,Customer Payments,Check
ACT-14495,2024-10-18,Office Supplies,General Office Supplies entry,550.62,Debit,Operations,Staples Business,Check
ACT-14496,2024-11-08,Office Supplies,General Office Supplies entry,1975.4,Debit,Admin,Staples Business,Check
ACT-14497,2023-08-30,Utilities,General Utilities entry,1892.96,Debit,Sales,City Power & Water,Credit Card
ACT-14498,2024-11-03,Revenue,Daily Sales Deposit,5646.71,Credit,Sales,Customer Payments,Check
ACT-14499,2023-11-19,Inventory Purchase,General Inventory Purchase entry,1207.9,Debit,Marketing,Various Wholesale,Credit Card
ACT-14500,2023-08-18,Utilities,General Utilities entry,571.14,Debit,Operations,City Power & Water,Credit Card
ACT-14501,2023-07-20,Utilities,General Utilities entry,908.96,Debit,Operations,City Power & Water,Credit Card
ACT-14502,2023-01-25,Revenue,Daily Sales Deposit,4307.77,Credit,Sales,Customer Payments,Credit Card
ACT-14503,2024-11-12,Inventory Purchase,General Inventory Purchase entry,214.0,Debit,Admin,Various Wholesale,Check
ACT-14504,2023-11-14,Utilities,General Utilities entry,817.72,Debit,Sales,City Power & Water,Credit Card
ACT-14505,2025-11-22,Inventory Purchase,General Inventory Purchase entry,1589.47,Debit,Sales,Various Wholesale,Check
ACT-14506,2025-09-07,Revenue,Daily Sales Deposit,4827.61,Credit,Sales,Customer Payments,Check
ACT-14507,2023-10-10,Revenue,Daily Sales Deposit,3554.64,Credit,Sales,Customer Payments,Credit Card
ACT-14508,2023-12-12,Revenue,Daily Sales Deposit,3114.96,Credit,Sales,Customer Payments,ACH
ACT-14509,2025-11-24,Revenue,Daily Sales Deposit,4025.52,Credit,Sales,Customer Payments,ACH
ACT-14510,2025-11-30,Revenue,Daily Sales Deposit,2922.63,Credit,Sales,Customer Payments,Credit Card
ACT-14511,2023-09-30,Revenue,Daily Sales Deposit,3535.01,Credit,Sales,Customer Payments,Credit Card
ACT-14512,2024-07-31,Revenue,Daily Sales Deposit,3911.59,Credit,Sales,Customer Payments,Check
ACT-14513,2025-06-29,Inventory Purchase,General Inventory Purchase entry,1105.42,Debit,Warehouse,Various Wholesale,Credit Card
ACT-14514,2023-05-19,Revenue,Daily Sales Deposit,3814.32,Credit,Sales,Customer Payments,ACH
ACT-14515,2024-03-06,Revenue,Daily Sales Deposit,3922.16,Credit,Sales,Customer Payments,ACH
ACT-14516,2023-09-04,Revenue,Daily Sales Deposit,3389.35,Credit,Sales,Customer Payments,ACH
ACT-14517,2025-02-28,Utilities,General Utilities entry,1959.47,Debit,Operations,City Power & Water,Check
ACT-14518,2024-03-04,Utilities,General Utilities entry,531.79,Debit,Warehouse,City Power & Water,ACH
ACT-14519,2024-01-25,Revenue,Daily Sales Deposit,2162.99,Credit,Sales,Customer Payments,ACH
ACT-14520,2025-10-29,Revenue,Daily Sales Deposit,1562.83,Credit,Sales,Customer Payments,ACH
ACT-14521,2024-05-21,Revenue,Daily Sales Deposit,3623.49,Credit,Sales,Customer Payments,Credit Card
ACT-14522,2024-07-14,Revenue,Daily Sales Deposit,5777.87,Credit,Sales,Customer Payments,Check
ACT-14523,2023-04-26,Office Supplies,General Office Supplies entry,1862.84,Debit,Sales,Staples Business,ACH
ACT-14524,2025-07-05,Revenue,Daily Sales Deposit,4703.27,Credit,Sales,Customer Payments,Check
ACT-14525,2023-07-20,Inventory Purchase,General Inventory Purchase entry,1724.43,Debit,Warehouse,Various Wholesale,Check
ACT-14526,2025-06-27,Revenue,Daily Sales Deposit,5307.35,Credit,Sales,Customer Payments,ACH
ACT-14527,2024-01-25,Revenue,Daily Sales Deposit,4187.31,Credit,Sales,Customer Payments,Credit Card
ACT-14528,2024-01-06,Utilities,General Utilities entry,567.26,Debit,Sales,City Power & Water,Credit Card
ACT-14529,2025-04-02,Inventory Purchase,General Inventory Purchase entry,1475.56,Debit,Sales,Various Wholesale,ACH
ACT-14530,2025-06-06,Inventory Purchase,General Inventory Purchase entry,1377.0,Debit,Marketing,Various Wholesale,Credit Card
ACT-14531,2025-03-05,Revenue,Daily Sales Deposit,1745.73,Credit,Sales,Customer Payments,Check
ACT-14532,2023-02-23,Revenue,Daily Sales Deposit,2568.15,Credit,Sales,Customer Payments,Credit Card
ACT-14533,2025-11-23,Office Supplies,General Office Supplies entry,1662.14,Debit,Operations,Staples Business,ACH
ACT-14534,2024-06-24,Revenue,Daily Sales Deposit,5346.61,Credit,Sales,Customer Payments,Check
ACT-14535,2025-10-07,Inventory Purchase,General Inventory Purchase entry,929.66,Debit,Sales,Various Wholesale,Check
ACT-14536,2025-01-11,Office Supplies,General Office Supplies entry,750.77,Debit,Operations,Staples Business,Credit Card
